Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Georgia,US,2021-11-26 04:32:55,33.0406,-83.6431,1659491,30358,,,13.0,15629.884954192745,12967931.0,,1.829356109795112,84000013.0,USA,122138.2156479967,,2021-11-25,,
Grand Princess,US,2021-11-26 04:32:55,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-11-25,,
Guam,US,2021-11-26 04:32:55,13.4443,144.7937,19155,263,,,66.0,11663.591692088488,260682.0,,1.3730096580527278,316.0,GUM,158730.79663153278,,2021-11-25,,
Hawaii,US,2021-11-26 04:32:55,21.0943,-157.4983,87183,1014,,,15.0,6157.548139944854,2687210.0,,1.1630707821478958,84000015.0,USA,189791.8738417032,,2021-11-25,,
Idaho,US,2021-11-26 04:32:55,44.2405,-114.4788,305133,3891,,,16.0,17074.5328233724,1047709.0,,1.2751816421036073,84000016.0,USA,58627.35826620744,,2021-11-25,,
Illinois,US,2021-11-26 04:32:55,40.3495,-88.9861,1784906,29258,,,17.0,14085.584068777487,38528321.0,,1.610510392739089,84000017.0,USA,304047.23204344505,,2021-11-25,,
Indiana,US,2021-11-26 04:32:55,39.8494,-86.2583,1084488,17386,,,18.0,16108.92337281363,15276538.0,,1.603152824189848,84000018.0,USA,2.269168308398761e-05,,2021-11-25,,
Iowa,US,2021-11-26 04:32:55,42.0115,-93.2105,518859,7354,,,19.0,16445.24527189571,1766164.0,,1.4173407418971242,84000019.0,USA,55978.59952394083,,2021-11-25,,
Kansas,US,2021-11-26 04:32:55,38.5266,-96.7265,461743,6676,,,20.0,15860.185342191058,1899506.0,,1.4448433851234803,84000020.0,USA,65200.86746571088,,2021-11-25,,
Kentucky,US,2021-11-26 04:32:55,37.6681,-84.6701,779911,10819,,,21.0,17456.76104764158,7689674.0,,1.3872095662197352,84000021.0,USA,172118.10264538162,,2021-11-25,,
Louisiana,US,2021-11-26 04:32:55,31.1695,-91.8678,769051,14777,,,22.0,16543.02169551931,10207828.0,,1.921459044978812,84000022.0,USA,219580.13196540863,,2021-11-25,,
Maine,US,2021-11-26 04:32:55,44.6939,-69.3819,118489,1303,,,23.0,8814.755410604876,3085246.0,,1.099680139084641,84000023.0,USA,229520.78987540657,,2021-11-25,,
Maryland,US,2021-11-26 04:32:55,39.0639,-76.8021,580496,11148,,,24.0,9601.83139034815,14885468.0,,1.9204266696066807,84000024.0,USA,2.462166042529541e-05,,2021-11-25,,
Massachusetts,US,2021-11-26 04:32:55,42.2302,-71.5301,904407,15808,,,25.0,13121.604734883684,33104252.0,,2.137201503305481,84000025.0,USA,4.802936175726003e-05,,2021-11-25,,
Michigan,US,2021-11-26 04:32:55,43.3266,-84.5361,1447230,25244,,,26.0,14491.34597601628,18542145.0,,1.7442977273826552,84000026.0,USA,1.856654701273884e-05,,2021-11-25,,
Minnesota,US,2021-11-26 04:32:55,45.6945,-93.9002,891099,9406,,,27.0,15800.658624534366,12835981.0,,1.05555050561161,84000027.0,USA,227603.16630588664,,2021-11-25,,
Mississippi,US,2021-11-26 04:32:55,32.7416,-89.6787,512632,10262,,,28.0,17224.675243074187,2655445.0,,2.001825871190249,84000028.0,USA,89224.1954283875,,2021-11-25,,
Missouri,US,2021-11-26 04:32:55,38.4561,-92.2884,902208,13021,,,29.0,14700.099129472475,7787305.0,,1.4432370362488474,84000029.0,USA,126882.22167331332,,2021-11-25,,
Montana,US,2021-11-26 04:32:55,46.9219,-110.4544,189678,2612,,,30.0,17747.184167338775,2179865.0,,1.3770706144096838,84000030.0,USA,203958.63313054724,,2021-11-25,,
Nebraska,US,2021-11-26 04:32:55,41.1254,-98.2681,305358,3132,,,31.0,15785.60469146116,,,1.0256813314208242,84000031.0,USA,,,2021-11-25,,
Nevada,US,2021-11-26 04:32:55,38.3135,-117.0554,454980,7971,,,32.0,14771.329763817155,4770075.0,,1.7519451404457338,84000032.0,USA,154864.72113750086,,2021-11-25,,
New Hampshire,US,2021-11-26 04:32:55,43.4525,-71.5639,155711,1683,,,33.0,11451.771736788183,2887022.0,,1.0808484949682424,84000033.0,USA,212326.14871836736,,2021-11-25,,
New Jersey,US,2021-11-26 04:32:55,40.2989,-74.521,1241210,28323,,,34.0,13974.143764094217,16234446.0,,2.2818862239266524,84000034.0,USA,182775.2615064528,,2021-11-25,,
New Mexico,US,2021-11-26 04:32:55,34.8405,-106.2485,308091,5310,,,35.0,14693.186711935025,5221130.0,,1.723516753167084,84000035.0,USA,249001.2299524663,,2021-11-25,,
New York,US,2021-11-26 04:32:55,42.1657,-74.9481,2699233,57322,,,36.0,13875.264276807728,80041074.0,,2.123640308191253,84000036.0,USA,411446.9016752255,,2021-11-25,,
North Carolina,US,2021-11-26 04:32:55,35.6301,-79.8064,1524078,18676,,,37.0,14531.519770436622,20098752.0,,1.2253966004364607,84000037.0,USA,1.916341631131101e-05,,2021-11-25,,
North Dakota,US,2021-11-26 04:32:55,47.5289,-99.784,160466,1912,,,38.0,21067.83962459748,1943762.0,,1.190906259732171,84000038.0,USA,255066.12322881864,,2021-11-25,,
Northern Mariana Islands,US,2021-11-26 04:32:55,15.0979,145.6739,395,3,,,69.0,716.3063977948643,17542.0,,0.759493670886076,580.0,MNP,31811.25779776585,,2021-11-25,,
Ohio,US,2021-11-26 04:32:55,40.3888,-82.7649,1660131,27698,,,39.0,14202.385128025257,23869926.0,,1.666494993467383,84000039.0,USA,2.04206705392203e-05,,2021-11-25,,
Oklahoma,US,2021-11-26 04:32:55,35.5653,-96.9289,662220,11847,,,40.0,16735.528261389834,4653199.0,,1.7889825133641388,84000040.0,USA,117594.9735289948,,2021-11-25,,
Oregon,US,2021-11-26 04:32:55,44.572,-122.0709,387485,5116,,,41.0,9187.035607009162,7999847.0,,1.3203091732583196,84000041.0,USA,189671.5466137409,,2021-11-25,,
Pennsylvania,US,2021-11-26 04:32:55,40.5908,-77.2098,1710478,33247,,,42.0,13361.033195701077,19668561.0,,1.943725672005136,84000042.0,USA,153636.75910048038,,2021-11-25,,
Puerto Rico,US,2021-11-26 04:32:55,18.2208,-66.5901,188152,3266,,,72.0,5891.359660631231,3100980.0,,1.7358306050427317,630.0,PRI,97096.96671002293,,2021-11-25,,
Rhode Island,US,2021-11-26 04:32:55,41.6809,-71.5118,188561,2915,,,44.0,17799.503663057258,5982306.0,,1.5459188273290871,84000044.0,USA,564708.914147302,,2021-11-25,,
South Carolina,US,2021-11-26 04:32:55,33.8569,-80.945,914946,14153,,,45.0,17770.379166525854,10004516.0,,1.5468672468101945,84000045.0,USA,194310.96774845137,,2021-11-25,,
South Dakota,US,2021-11-26 04:32:55,44.2998,-99.4388,164292,2320,,,46.0,18571.22348837236,1056317.0,,1.412119884108782,84000046.0,USA,1.1940386069660738e-05,,2021-11-25,,
Tennessee,US,2021-11-26 04:32:55,35.7478,-86.6923,1310348,16925,,,47.0,19207.21305387737,10658982.0,,1.293136966396126,84000047.0,USA,156080.10573460275,,2021-11-25,,
Texas,US,2021-11-26 04:32:55,31.0545,-97.5635,4354993,73495,,,48.0,15010.183687814142,36617898.0,,1.691161181296936,84000048.0,USA,126286.5508380311,,2021-11-25,,
Utah,US,2021-11-26 04:32:55,40.15,-111.8624,589715,3470,,,49.0,18394.3457774556,4725679.0,,0.5884198299178417,84000049.0,USA,147403.0227470229,,2021-11-25,,
Vermont,US,2021-11-26 04:32:55,44.0459,-72.7107,48120,406,,,50.0,7711.674404516746,2524389.0,,0.8437240232751455,84000050.0,USA,404556.65083839616,,2021-11-25,,
Virgin Islands,US,2021-11-26 04:32:55,18.3358,-64.8963,7490,85,,,78.0,6982.511093709214,220903.0,,1.1348464619492658,850.0,VIR,205935.60055188875,,2021-11-25,,
Virginia,US,2021-11-26 04:32:55,37.7693,-78.17,962472,14616,,,51.0,11276.080575768152,10379229.0,,1.518589631698377,84000051.0,USA,121600.44398003214,,2021-11-25,,
Washington,US,2021-11-26 04:32:55,47.4009,-121.4905,768151,9208,,,53.0,10087.4825161693,9958651.0,,1.198722646979565,84000053.0,USA,130778.60713210286,,2021-11-25,,
West Virginia,US,2021-11-26 04:32:55,38.4912,-80.9545,290909,4817,,,54.0,16232.429594224135,4552957.0,,1.6558442674513336,84000054.0,USA,254050.42108710948,,2021-11-25,,
Wisconsin,US,2021-11-26 04:32:55,44.2685,-89.6165,967538,9940,,,55.0,16617.4146413682,12257576.0,,1.027349830187548,84000055.0,USA,2.1052322791464877e-05,,2021-11-25,,
Wyoming,US,2021-11-26 04:32:55,42.756,-107.3025,110264,1347,,,56.0,19051.79876252464,1139121.0,,1.2216135819487774,84000056.0,USA,196821.3021309388,,2021-11-25,,
